cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l
k,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g
f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
x,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p
x,y,r,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d
f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
f,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g
f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d
x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u
x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g
x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p
k,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
k,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d
x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d
b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
x,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u
f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
f,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u
k,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
x,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p
f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u
x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p
x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g
x,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d
k,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
k,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u
f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
k,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g
f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
k,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g
x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d
f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d
x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d
k,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d
x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d
x,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
k,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
k,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d
x,f,c,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
x,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
x,y,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l
f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d
b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
x,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u
f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
x,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
x,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d
f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d
f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
f,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d
f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d
x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l
f,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
f,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d
f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p
f,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d
x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d
x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
x,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,p
b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
f,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g
f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,y,v,l
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
f,y,u,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d
b,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g
f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
x,s,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
f,y,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w
x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,g
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d
f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
x,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d
f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
x,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l
f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d
k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
f,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
x,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u
f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
x,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
x,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g
x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g
x,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
x,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d
f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g
