Feature_1,Feature_2,Cluster
0.0549639780073521,-0.08540743356536848,0
0.0549639780073521,0.34162973426147336,0
0.0549639780073521,0.18634349141534906,0
0.0549639780073521,0.22516505212688012,0
0.0549639780073521,-0.31833679783455493,0
0.09313340717912445,-0.007764312142306325,0
0.09313340717912445,-0.16305055498843063,0
0.09313340717912445,-0.27951523712302384,0
0.09313340717912445,-0.08540743356536848,0
0.09313340717912445,0.06987880928075582,0
0.09313340717912445,0.14752193070381797,0
0.13130283635089682,-0.31833679783455493,0
0.13130283635089682,-0.16305055498843063,0
0.16947226552266917,-0.08540743356536848,0
0.16947226552266917,-0.007764312142306325,0
0.16947226552266917,-0.27951523712302384,0
0.16947226552266917,0.34162973426147336,0
0.24581112386621387,-0.27951523712302384,0
0.24581112386621387,0.2639866128384112,0
0.24581112386621387,0.22516505212688012,0
0.24581112386621387,-0.3959799192576171,0
0.3221499822097586,0.30280817354994227,0
0.3221499822097586,1.5839196770304678,1
0.36031941138153095,-0.823017087084459,3
0.36031941138153095,1.0404178270690327,1
0.3984888405533033,-0.5900877228152724,0
0.3984888405533033,1.7392059198765921,1
0.3984888405533033,-1.5218051798920182,3
0.3984888405533033,0.9627747056459706,1
0.3984888405533033,-1.5994483013150804,3
0.3984888405533033,0.9627747056459706,1
0.43665826972507565,-0.6289092835268035,0
0.43665826972507565,0.8074884627998463,1
0.474827698896848,-1.7547345441612048,3
0.474827698896848,1.4674549948958746,1
0.474827698896848,-1.6770914227381426,3
0.474827698896848,0.8851315842229084,1
0.5129971280686204,-1.5606267406035494,3
0.5129971280686204,0.8463100235113773,1
0.5511665572403928,-1.7547345441612048,3
0.5511665572403928,1.66156279845353,1
0.5893359864121651,-0.3959799192576171,0
0.5893359864121651,1.4286334341843434,1
0.6275054155839375,-1.4829836191804873,3
0.6275054155839375,1.8168490412996543,1
0.6275054155839375,-0.5512661621037414,3
0.6275054155839375,0.9239531449344395,1
0.6656748447557098,-1.0947680120651764,3
0.6656748447557098,1.5450981163189368,1
0.6656748447557098,-1.288875815622832,3
0.6656748447557098,1.4674549948958746,1
0.6656748447557098,-1.1724111334882386,3
0.6656748447557098,1.0015962663575015,1
0.6656748447557098,-1.327697376334363,3
0.6656748447557098,1.5062765556074056,1
0.6656748447557098,-1.9100207870073291,3
0.6656748447557098,1.0792393877805637,1
0.6656748447557098,-1.9100207870073291,3
0.6656748447557098,0.8851315842229084,1
0.7038442739274822,-0.5900877228152724,3
0.7038442739274822,1.2733471913382193,1
0.7801831322710269,-1.7547345441612048,3
0.7801831322710269,1.66156279845353,1
0.9328608489581163,-0.9394817692190521,3
0.9328608489581163,0.9627747056459706,1
0.9710302781298886,-1.1724111334882386,3
0.9710302781298886,1.7392059198765921,1
1.009199707301661,-0.900660208507521,3
1.009199707301661,0.49691597710759766,1
1.009199707301661,-1.444162058468956,3
1.009199707301661,0.9627747056459706,1
1.009199707301661,-1.5606267406035494,3
1.009199707301661,1.622741237741999,1
1.0473691364734332,-1.444162058468956,3
1.0473691364734332,1.3898118734728124,1
1.0473691364734332,-1.3665189370458939,3
1.0473691364734332,0.7298453413767841,1
1.238216282332295,-1.405340497757425,3
1.238216282332295,1.5450981163189368,1
1.3908939990193845,-0.7065524049498657,3
1.3908939990193845,1.3898118734728124,1
1.429063428191157,-1.3665189370458939,3
1.429063428191157,1.4674549948958746,1
1.4672328573629292,-0.43480147996914814,3
1.4672328573629292,1.8168490412996543,1
1.543571715706474,-1.0171248906421142,3
1.543571715706474,0.691023780665253,1
1.6199105740500186,-1.288875815622832,3
1.6199105740500186,1.3509903127612812,1
1.6199105740500186,-1.0559464513536454,3
1.6199105740500186,0.7298453413767841,1
2.0016048657677423,-1.6382698620266116,3
2.0016048657677423,1.5839196770304678,1
2.2687908699701484,-1.327697376334363,3
2.2687908699701484,1.118060948492095,1
2.4978074450007828,-0.86183864779599,3
2.4978074450007828,0.9239531449344395,1
2.9176711658902788,-1.2500542549113007,3
2.9176711658902788,1.2733471913382193,1
